,azimuth_pred,kappa_pred,azimuth,event_no
0,3.5029263496398926,60.546817779541016,3.4201250076293945,6318298.0
1,5.575496673583984,91.64054107666016,5.509359836578369,4574756.0
2,4.155034065246582,72.86846923828125,3.877533435821533,276269.0
3,5.9002275466918945,93.3631362915039,5.854813575744629,5852786.0
4,3.0644969940185547,63.581661224365234,3.280576467514038,3916746.0
5,6.277758598327637,53.84107208251953,6.2308502197265625,4232367.0
6,4.7671613693237305,65.52073669433594,4.606974124908447,6168743.0
7,3.6771931648254395,74.6441421508789,3.76773738861084,7488668.0
8,0.3615674376487732,4.3225836753845215,0.6571164131164551,518094.0
9,1.4093862771987915,11.436843872070312,1.6708123683929443,2053006.0
10,1.1869359016418457,64.65185546875,1.1958541870117188,3169160.0
11,5.413783550262451,95.53384399414062,5.410268783569336,1751411.0
12,3.487591028213501,33.353885650634766,3.3738837242126465,7513900.0
13,3.2797064781188965,86.83027648925781,3.2054526805877686,5750203.0
14,3.342712879180908,120.13208770751953,3.409980058670044,7427489.0
15,3.7508859634399414,62.362152099609375,4.0664520263671875,3011943.0
16,3.818943738937378,36.6340446472168,3.656456470489502,426443.0
17,0.6680783033370972,113.68921661376953,0.6851029992103577,4142395.0
18,6.2675395011901855,98.96671295166016,6.231527328491211,7549037.0
19,5.934820175170898,98.26307678222656,5.960631370544434,1422945.0
20,2.540738582611084,20.098716735839844,2.3283324241638184,730851.0
21,4.27331018447876,90.49290466308594,4.226395606994629,5822268.0
22,0.18444643914699554,95.58311462402344,0.08679570257663727,1967713.0
23,0.2747267484664917,95.58796691894531,0.3401950001716614,7082609.0
24,4.3154296875,94.3227767944336,4.483485221862793,6188845.0
25,1.7467459440231323,20.716798782348633,1.4392846822738647,7023555.0
26,0.9992283582687378,91.27494049072266,1.1923620700836182,7992367.0
27,4.850895404815674,93.84612274169922,4.783261299133301,4132025.0
28,5.014227867126465,85.37081909179688,4.97737455368042,1709197.0
29,1.7774813175201416,20.33704948425293,1.3517327308654785,1525998.0
30,2.290095567703247,72.65646362304688,2.4798169136047363,4958730.0
31,0.9226752519607544,98.48133087158203,0.903128981590271,5110025.0
32,0.12309787422418594,28.922630310058594,6.256629467010498,6814665.0
33,5.103346347808838,77.51239013671875,5.130492687225342,3807957.0
34,4.265496730804443,52.73074722290039,4.171703815460205,3405447.0
35,2.363572120666504,50.26675796508789,2.382918357849121,5823302.0
36,1.446434497833252,100.60698699951172,1.4589146375656128,5509042.0
37,4.599344253540039,100.40980529785156,4.518035888671875,26882.0
38,6.150718688964844,80.67888641357422,6.10865592956543,5841484.0
39,2.303318500518799,99.09257507324219,2.3480029106140137,7444414.0
40,4.144552230834961,78.64686584472656,4.156524658203125,7408558.0
41,5.871632099151611,21.472108840942383,5.928696632385254,420508.0
42,0.09011159092187881,97.29061126708984,0.06477686762809753,6331921.0
43,6.037149429321289,88.36286163330078,6.116113662719727,1033318.0
44,2.1694421768188477,79.87381744384766,2.263012409210205,4111717.0
45,5.427599906921387,90.888916015625,5.471312999725342,6058366.0
46,2.667246103286743,83.84110260009766,2.745009183883667,3450101.0
47,0.1174386739730835,106.98477172851562,0.14820431172847748,6865704.0
48,4.845681667327881,96.1891098022461,4.842947959899902,5820638.0
49,4.481513500213623,94.8629379272461,4.5359368324279785,2338298.0
50,3.3374805450439453,13.751700401306152,3.5144851207733154,4400412.0
51,3.6982831954956055,50.031803131103516,3.702565908432007,1404641.0
52,2.8769946098327637,23.78422737121582,2.95296573638916,4693918.0
53,5.900783538818359,65.34500885009766,5.732430458068848,4307480.0
54,5.046733856201172,100.16130828857422,5.056204795837402,3977946.0
55,5.80864953994751,101.31263732910156,5.811007499694824,6510551.0
56,6.1137776374816895,97.31748962402344,6.115065574645996,522639.0
57,4.494174957275391,86.59956359863281,4.521358013153076,515860.0
58,6.083630561828613,95.25094604492188,6.0101189613342285,5186582.0
59,5.278204917907715,3.2279443740844727,5.28857421875,3805148.0
60,4.944957733154297,100.54066467285156,4.921121597290039,6557361.0
61,3.4348626136779785,109.0468978881836,3.4615209102630615,188447.0
62,5.32575798034668,59.97069549560547,5.38578987121582,1281655.0
63,4.743121147155762,92.77792358398438,4.627914905548096,575463.0
64,5.740142822265625,89.25666046142578,5.688055992126465,105385.0
65,5.552343368530273,92.25818634033203,5.559669494628906,5857238.0
66,5.209846496582031,5.909999847412109,5.15299654006958,1742602.0
67,2.6550984382629395,7.80679988861084,2.578254461288452,1696398.0
68,2.520352602005005,88.58122253417969,2.474382162094116,3301690.0
69,4.791356563568115,39.36957931518555,4.85756778717041,3539606.0
70,3.1258976459503174,100.23433685302734,3.174485921859741,4945736.0
71,4.767679214477539,13.356950759887695,4.453162670135498,6724063.0
72,3.4057719707489014,96.90088653564453,3.422847270965576,6570173.0
73,3.6962928771972656,86.24172973632812,3.7319798469543457,4223753.0
74,2.2760672569274902,37.60939407348633,2.5773630142211914,1470705.0
75,5.042905807495117,96.35726165771484,5.024693489074707,7130347.0
76,1.9282091856002808,104.69174194335938,1.9288386106491089,6195438.0
