,zenith_pred,kappa_pred,zenith,event_no
0,1.5230003595352173,4.622375965118408,1.2879884243011475,1131629.0
1,1.7494066953659058,17.629880905151367,1.6704142093658447,1131630.0
2,2.4957468509674072,17.271451950073242,1.9020060300827026,1131631.0
3,1.608597993850708,4.7217864990234375,1.8723156452178955,1131632.0
4,1.3813167810440063,2.687605381011963,1.424368143081665,1131633.0
5,2.1845858097076416,4.767245769500732,2.1961746215820312,1131634.0
6,2.3898417949676514,6.763331890106201,2.494903087615967,1131635.0
7,2.100947380065918,3.598817825317383,2.7898950576782227,1131636.0
8,1.165245771408081,3.842644214630127,1.1477113962173462,1131637.0
9,1.3033456802368164,3.907017230987549,1.5664108991622925,1131638.0
10,1.1380910873413086,3.1153688430786133,2.1452715396881104,1131639.0
11,1.2956788539886475,3.5486278533935547,1.132338523864746,1131640.0
12,2.164058208465576,4.233545780181885,2.6634912490844727,1131641.0
13,1.3668830394744873,3.7064852714538574,2.559720993041992,1131642.0
14,1.2899330854415894,6.369043350219727,1.4900333881378174,1131643.0
15,2.2079949378967285,5.2249321937561035,2.4050464630126953,1131644.0
16,0.9756551384925842,6.23223876953125,1.2702378034591675,1131645.0
17,2.4513895511627197,8.414345741271973,3.023216962814331,1131646.0
18,2.1384356021881104,3.9262471199035645,1.6434129476547241,1131647.0
19,1.5655429363250732,4.0142717361450195,1.2047652006149292,1131648.0
20,1.6634012460708618,5.002924919128418,0.565002977848053,1131649.0
21,1.2561999559402466,3.2654619216918945,0.4189291298389435,1131650.0
22,1.1600178480148315,4.122650623321533,0.9759370684623718,1131651.0
23,1.9765011072158813,3.7247233390808105,1.6428918838500977,1131652.0
24,0.9504755735397339,4.676265716552734,0.8193487524986267,1131653.0
25,1.392425775527954,3.3077731132507324,0.8288955688476562,1131654.0
26,2.2230570316314697,8.694406509399414,2.4058871269226074,1131655.0
27,1.914107322692871,6.523667812347412,1.6468721628189087,1131656.0
28,1.3412916660308838,4.421938896179199,2.1380152702331543,1131657.0
29,1.4504436254501343,2.4135398864746094,1.2615159749984741,1131658.0
30,1.268915057182312,3.796537399291992,0.3084832727909088,1131659.0
31,1.8123524188995361,3.3059186935424805,1.7484076023101807,1131660.0
32,2.0223238468170166,3.2468361854553223,1.849286437034607,1131661.0
33,1.042883038520813,3.38405704498291,1.4777127504348755,1131662.0
34,1.83953058719635,4.7114787101745605,1.0383102893829346,1131663.0
35,2.641418933868408,13.786416053771973,2.5711495876312256,1131664.0
36,0.9963282942771912,6.575196266174316,0.6848519444465637,1131665.0
37,0.9657694697380066,4.938830375671387,0.4681096076965332,1131666.0
38,2.2440717220306396,6.469971179962158,1.9213216304779053,1131667.0
39,1.788214921951294,2.8764734268188477,2.5350167751312256,1131668.0
40,0.878834068775177,6.8664350509643555,1.095221757888794,1131669.0
41,2.069124221801758,8.54234790802002,1.6966173648834229,1131670.0
42,2.394956588745117,17.256803512573242,2.388023614883423,1131671.0
43,1.6511108875274658,3.6186208724975586,2.357238531112671,1131672.0
44,0.8512105941772461,7.049308776855469,0.8720478415489197,1131673.0
45,1.6750409603118896,13.620186805725098,2.274085521697998,1131674.0
46,1.789410948753357,2.8370556831359863,1.60517418384552,1131675.0
47,1.1286591291427612,5.4529852867126465,0.8578556180000305,1131676.0
48,2.383427619934082,5.216342449188232,1.9445663690567017,1131677.0
49,1.8945701122283936,3.537623882293701,2.612149953842163,1131678.0
50,1.7443864345550537,2.549210548400879,2.061840057373047,1131679.0
51,1.8017425537109375,2.4368367195129395,1.7765358686447144,1131680.0
52,1.3960201740264893,2.766112804412842,2.1680996417999268,1131681.0
53,1.4205876588821411,9.379172325134277,1.0736721754074097,1131682.0
54,1.3951811790466309,2.749269962310791,0.18598705530166626,1131683.0
55,0.7794560790061951,5.2406415939331055,0.2971552014350891,1131684.0
56,2.1513404846191406,3.866654396057129,0.5112205743789673,1131685.0
57,1.2699260711669922,2.745436668395996,0.7214987874031067,1131686.0
58,1.7868692874908447,2.6961770057678223,1.8541449308395386,1131687.0
59,1.578303575515747,8.079451560974121,0.6537017226219177,1131688.0
60,1.5228123664855957,5.0674824714660645,1.05357825756073,1131689.0
61,1.8438693284988403,3.739832878112793,1.6193406581878662,1131690.0
62,1.4148796796798706,2.9298477172851562,0.8720627427101135,1131691.0
63,1.8158634901046753,3.930023193359375,1.9794940948486328,1131692.0
64,0.7967473268508911,10.265291213989258,0.9037165641784668,1131693.0
65,1.119686245918274,3.667987823486328,0.8498173952102661,1131694.0
66,0.4602247178554535,12.894054412841797,0.7349483370780945,1131695.0
67,1.8071889877319336,8.11746597290039,1.4058688879013062,1131696.0
68,1.3940143585205078,29.06626319885254,1.4649324417114258,1131697.0
69,1.7009708881378174,2.668158531188965,2.4897546768188477,1131698.0
70,1.8560011386871338,12.578726768493652,1.8230968713760376,1131699.0
71,1.246113896369934,4.503962516784668,1.2533705234527588,1131700.0
72,1.575555443763733,4.202183723449707,2.00229549407959,1131701.0
73,1.250120997428894,3.3882393836975098,1.1612660884857178,1131702.0
74,1.5495471954345703,3.9726486206054688,1.160191535949707,1131703.0
75,1.757532000541687,3.272373676300049,2.1744425296783447,1131704.0
76,1.746095061302185,3.8800926208496094,2.8463783264160156,1131705.0
77,2.8590517044067383,24.070999145507812,2.5128276348114014,1131706.0
78,2.4931185245513916,12.091296195983887,2.776397466659546,1131707.0
79,1.2612195014953613,3.1118016242980957,1.2462749481201172,1131708.0
80,1.7806575298309326,3.7566184997558594,1.4494380950927734,1131709.0
81,2.096034526824951,4.44817590713501,1.784443974494934,1131710.0
82,1.6315429210662842,2.805211067199707,0.8106870055198669,1131711.0
83,2.158890962600708,4.647975444793701,0.3367282450199127,1131712.0
84,2.5243232250213623,13.05754566192627,2.6308541297912598,1131713.0
85,2.4597439765930176,9.542917251586914,2.1435976028442383,1131714.0
86,2.421485662460327,17.974424362182617,2.1548099517822266,1131715.0
87,2.6467623710632324,9.022284507751465,2.5000762939453125,1131716.0
88,2.201174736022949,6.14778995513916,2.0432286262512207,1131717.0
89,1.6957528591156006,2.85080623626709,2.5056350231170654,1131718.0
90,1.675387978553772,4.166684627532959,2.717411994934082,1131719.0
91,2.0054054260253906,3.157496452331543,1.1827682256698608,1131720.0
92,1.2727686166763306,18.43462371826172,1.3842016458511353,1131721.0
93,1.3540940284729004,3.16267728805542,1.168074131011963,1131722.0
94,2.07254695892334,5.110300540924072,2.516545295715332,1131723.0
95,2.519517183303833,21.442461013793945,2.7551519870758057,1131724.0
96,1.380570411682129,12.856850624084473,1.4829347133636475,1131725.0
97,1.3170676231384277,2.742403030395508,1.0526138544082642,1131726.0
98,1.1257330179214478,3.2370243072509766,1.1659694910049438,1131727.0
99,2.6774001121520996,9.380372047424316,2.0266878604888916,1131728.0
100,0.6830870509147644,9.03258228302002,0.5547782778739929,1131729.0
101,2.3864729404449463,10.151603698730469,2.087017297744751,1131730.0
102,0.8438252210617065,6.017117500305176,0.458411306142807,1131731.0
103,0.5439859628677368,13.049405097961426,1.0691429376602173,1131732.0
104,1.3551491498947144,3.255138397216797,0.3526807129383087,1131733.0
105,1.881242275238037,3.2791686058044434,0.34550169110298157,1131734.0
106,1.9633944034576416,14.134698867797852,2.080369234085083,1131735.0
