,zenith_pred,kappa_pred,zenith,event_no
0,1.3854172229766846,5.18610954284668,1.2879884243011475,1131629.0
1,1.631019115447998,22.273590087890625,1.6704142093658447,1131630.0
2,2.391505241394043,10.239628791809082,1.9020060300827026,1131631.0
3,1.8340774774551392,4.7514166831970215,1.8723156452178955,1131632.0
4,1.4135092496871948,3.010739326477051,1.424368143081665,1131633.0
5,2.2727737426757812,6.3517022132873535,2.1961746215820312,1131634.0
6,2.4171314239501953,7.740189552307129,2.494903087615967,1131635.0
7,2.1060543060302734,4.152496337890625,2.7898950576782227,1131636.0
8,1.080031394958496,3.5932068824768066,1.1477113962173462,1131637.0
9,1.4141099452972412,5.775288105010986,1.5664108991622925,1131638.0
10,1.210154414176941,3.954665184020996,2.1452715396881104,1131639.0
11,1.132860541343689,4.285367488861084,1.132338523864746,1131640.0
12,2.163585901260376,5.013482093811035,2.6634912490844727,1131641.0
13,1.4698302745819092,3.9088330268859863,2.559720993041992,1131642.0
14,1.2661466598510742,4.353590965270996,1.4900333881378174,1131643.0
15,2.252775192260742,6.901508331298828,2.4050464630126953,1131644.0
16,1.185508131980896,4.7948479652404785,1.2702378034591675,1131645.0
17,2.0480754375457764,7.892282485961914,3.023216962814331,1131646.0
18,2.2637693881988525,5.674717426300049,1.6434129476547241,1131647.0
19,1.6308681964874268,3.334047794342041,1.2047652006149292,1131648.0
20,1.6894415616989136,3.9619669914245605,0.565002977848053,1131649.0
21,1.3250240087509155,3.6108651161193848,0.4189291298389435,1131650.0
22,1.2784591913223267,3.6023378372192383,0.9759370684623718,1131651.0
23,2.0323894023895264,4.6058831214904785,1.6428918838500977,1131652.0
24,1.1325178146362305,4.1521430015563965,0.8193487524986267,1131653.0
25,1.242578148841858,4.077394962310791,0.8288955688476562,1131654.0
26,2.1237142086029053,6.384016513824463,2.4058871269226074,1131655.0
27,2.056511402130127,6.859748363494873,1.6468721628189087,1131656.0
28,1.470603108406067,4.437138557434082,2.1380152702331543,1131657.0
29,1.5969027280807495,2.874265670776367,1.2615159749984741,1131658.0
30,1.0373040437698364,4.486134052276611,0.3084832727909088,1131659.0
31,1.8752503395080566,3.456669330596924,1.7484076023101807,1131660.0
32,1.9751304388046265,4.218260288238525,1.849286437034607,1131661.0
33,1.1905906200408936,2.514190673828125,1.4777127504348755,1131662.0
34,1.8010979890823364,4.367650508880615,1.0383102893829346,1131663.0
35,2.5397095680236816,11.609496116638184,2.5711495876312256,1131664.0
36,0.8834860920906067,4.9232563972473145,0.6848519444465637,1131665.0
37,0.7993723750114441,5.2326178550720215,0.4681096076965332,1131666.0
38,2.106724977493286,8.109902381896973,1.9213216304779053,1131667.0
39,1.4281803369522095,3.445840835571289,2.5350167751312256,1131668.0
40,1.0123870372772217,4.166808605194092,1.095221757888794,1131669.0
41,2.016902208328247,18.574832916259766,1.6966173648834229,1131670.0
42,2.2817118167877197,13.31710433959961,2.388023614883423,1131671.0
43,1.7213821411132812,4.045074939727783,2.357238531112671,1131672.0
44,1.056007742881775,5.814907073974609,0.8720478415489197,1131673.0
45,2.3770225048065186,9.51904582977295,2.274085521697998,1131674.0
46,1.8084667921066284,3.446333408355713,1.60517418384552,1131675.0
47,1.3140896558761597,5.512488842010498,0.8578556180000305,1131676.0
48,2.3294942378997803,5.761988162994385,1.9445663690567017,1131677.0
49,1.5343971252441406,3.179187774658203,2.612149953842163,1131678.0
50,1.580897331237793,2.7282958030700684,2.061840057373047,1131679.0
51,1.6450251340866089,3.460927963256836,1.7765358686447144,1131680.0
