,azimuth_pred,kappa_pred,azimuth,event_no
0,2.647641181945801,0.3281535506248474,1.91022789478302,1131629.0
1,0.4148361384868622,12.908175468444824,6.231395721435547,1131630.0
2,2.8057899475097656,1.4493935108184814,0.8695643544197083,1131631.0
3,3.247378349304199,0.2952554225921631,3.124020576477051,1131632.0
4,1.7556883096694946,0.038012199103832245,0.23631206154823303,1131633.0
5,3.6270954608917236,0.4153604507446289,4.102046489715576,1131634.0
6,0.5382561683654785,0.40598154067993164,5.406815052032471,1131635.0
7,0.4391636252403259,0.2199915200471878,5.300189018249512,1131636.0
8,2.9761202335357666,0.2917536497116089,2.7308812141418457,1131637.0
9,4.974987983703613,0.8460992574691772,6.182313919067383,1131638.0
10,0.10607709735631943,0.1923590451478958,5.503574371337891,1131639.0
11,4.0155029296875,0.8232671618461609,1.8164411783218384,1131640.0
12,6.173425674438477,0.23159100115299225,1.706827163696289,1131641.0
13,5.548186302185059,0.35928186774253845,0.6791221499443054,1131642.0
14,3.5525095462799072,2.4522652626037598,4.084060192108154,1131643.0
15,1.436401128768921,0.1210581362247467,3.904338836669922,1131644.0
16,1.567110538482666,2.307389259338379,2.368048667907715,1131645.0
17,1.040838599205017,0.4093756079673767,0.13668128848075867,1131646.0
18,6.280226707458496,0.5149712562561035,1.0169951915740967,1131647.0
19,5.861095428466797,0.5555863976478577,5.626610279083252,1131648.0
20,3.38226056098938,1.106388807296753,4.038581848144531,1131649.0
21,3.0347506999969482,0.4677862524986267,1.670570731163025,1131650.0
22,1.8876622915267944,1.789546012878418,0.7322041392326355,1131651.0
23,4.78538703918457,0.33943307399749756,4.659610271453857,1131652.0
24,3.46393084526062,1.147225022315979,3.6580886840820312,1131653.0
25,4.485424518585205,0.7544341683387756,5.3715033531188965,1131654.0
26,3.01924991607666,4.314794063568115,2.778801679611206,1131655.0
27,1.8478851318359375,1.7360728979110718,0.7705914378166199,1131656.0
28,1.0734511613845825,0.1586463302373886,2.771834135055542,1131657.0
29,2.5173356533050537,0.5577842593193054,0.9621953368186951,1131658.0
30,2.9908225536346436,0.4574448764324188,3.44736385345459,1131659.0
31,0.6600906848907471,0.05890623480081558,3.7123472690582275,1131660.0
32,3.2125651836395264,0.9173674583435059,3.930881977081299,1131661.0
33,6.131032943725586,1.0058315992355347,4.820326328277588,1131662.0
34,3.1912553310394287,0.7309067249298096,1.574184775352478,1131663.0
35,0.31532022356987,0.422357976436615,3.793762683868408,1131664.0
36,1.3151140213012695,1.1956573724746704,1.6369355916976929,1131665.0
37,2.193434238433838,0.6802346706390381,1.7407225370407104,1131666.0
38,4.9615068435668945,2.861569881439209,4.704740524291992,1131667.0
39,2.271897315979004,0.5170242190361023,2.6736507415771484,1131668.0
40,1.5910903215408325,0.12939850986003876,6.005784034729004,1131669.0
41,4.833878517150879,5.515743732452393,4.686659336090088,1131670.0
42,2.7021427154541016,1.115763783454895,3.8019635677337646,1131671.0
43,3.079724073410034,0.05955430865287781,3.7888290882110596,1131672.0
44,2.8483378887176514,0.3726845681667328,1.804874300956726,1131673.0
45,3.290989637374878,0.5369172692298889,3.868081569671631,1131674.0
46,3.4845361709594727,0.3458709120750427,0.5157219171524048,1131675.0
47,5.644326686859131,0.7991000413894653,2.5296266078948975,1131676.0
48,0.9411718845367432,0.725502610206604,2.456806182861328,1131677.0
49,4.379645824432373,3.1778526306152344,4.622067928314209,1131678.0
50,1.3664500713348389,0.8330150842666626,5.2655110359191895,1131679.0
51,4.020330429077148,0.17764344811439514,0.6613867878913879,1131680.0
52,0.8793647885322571,0.20602966845035553,5.773716926574707,1131681.0
53,2.22758412361145,3.3218164443969727,2.611483097076416,1131682.0
54,4.578509330749512,1.6130127906799316,6.239151477813721,1131683.0
55,1.0885530710220337,0.37813690304756165,0.23486477136611938,1131684.0
56,2.387984275817871,0.7505689859390259,4.64414119720459,1131685.0
57,2.015672445297241,0.14140558242797852,0.3122726082801819,1131686.0
58,1.4734699726104736,1.4370163679122925,2.879662036895752,1131687.0
59,1.8157634735107422,1.8358720541000366,2.274073362350464,1131688.0
60,2.5271835327148438,2.359924793243408,1.7957149744033813,1131689.0
61,6.056640625,3.9441943168640137,0.11594407260417938,1131690.0
62,0.26854419708251953,0.9426107406616211,1.839551329612732,1131691.0
63,1.9121853113174438,2.985616683959961,2.3371074199676514,1131692.0
64,6.079131603240967,0.6292802691459656,6.021421432495117,1131693.0
65,6.121872901916504,0.7639874815940857,1.6642165184020996,1131694.0
66,1.437085747718811,4.245088577270508,1.4546250104904175,1131695.0
67,4.8986663818359375,4.7099809646606445,5.034224987030029,1131696.0
68,2.8536436557769775,5.544541835784912,2.7959322929382324,1131697.0
69,5.9925432205200195,1.1858879327774048,2.083836317062378,1131698.0
70,3.059086322784424,3.4321951866149902,3.654534339904785,1131699.0
71,1.0524320602416992,0.7833795547485352,1.608277440071106,1131700.0
72,6.153886318206787,2.5710763931274414,0.06610430032014847,1131701.0
73,1.5511140823364258,0.0754830464720726,2.7644996643066406,1131702.0
74,5.318542003631592,1.9479283094406128,4.638701438903809,1131703.0
75,2.954948663711548,0.2933512330055237,3.5080208778381348,1131704.0
76,3.5391273498535156,0.9280602931976318,4.8992600440979,1131705.0
77,4.22991943359375,1.89217209815979,3.885197639465332,1131706.0
78,4.774242877960205,0.31291595101356506,0.15485894680023193,1131707.0
79,5.2610626220703125,1.4858037233352661,4.237426280975342,1131708.0
80,2.3912439346313477,2.1470608711242676,2.065913438796997,1131709.0
81,0.4276428520679474,0.16024765372276306,3.572155475616455,1131710.0
82,4.920980453491211,0.8865870833396912,5.252222061157227,1131711.0
83,5.643338680267334,1.2478262186050415,2.4676589965820312,1131712.0
84,0.6705744862556458,0.4808000326156616,1.1899219751358032,1131713.0
85,3.1997878551483154,1.97087562084198,4.170626640319824,1131714.0
86,3.492835283279419,5.815802097320557,3.2544596195220947,1131715.0
87,0.18811528384685516,1.305061936378479,0.108221136033535,1131716.0
88,5.942709922790527,1.9642295837402344,0.4161865711212158,1131717.0
